timestamp,x,y,z
0,3.11,4.24,-8.94
10,3.01,4.27,-9.12
20,3.05,4.33,-9.18
30,3.02,4.34,-9.06
40,3.07,4.26,-8.77
50,3.32,4.19,-8.44
60,3.72,4.19,-8.19
70,4.03,4.15,-8.08
80,4.19,4.11,-7.97
90,4.34,4.01,-8.03
100,4.53,3.97,-8.11
110,4.61,3.95,-8.23
120,4.69,3.89,-8.29
130,4.87,3.79,-8.2
140,5.24,3.72,-7.98
150,5.71,3.61,-7.85
160,5.99,3.58,-7.8
170,5.96,3.57,-7.95
180,5.79,3.51,-8.1
190,5.75,3.49,-8.13
200,5.78,3.42,-7.97
210,5.86,3.18,-7.63
220,6.09,3.08,-7.19
230,6.29,2.97,-6.72
240,6.45,2.87,-6.21
250,6.77,2.63,-5.79
260,7.33,2.58,-5.47
270,7.84,2.38,-5.15
280,8.05,2.25,-4.75
290,7.61,2.08,-4.25
300,6.48,1.83,-3.6
310,4.87,1.38,-2.82
320,3.08,1.05,-2.52
330,1.43,0.87,-2.99
340,0.19,0.95,-3.96
350,-0.44,1.05,-4.98
360,-0.03,1.06,-5.78
370,1.13,0.9,-6.28
380,1.91,0.69,-6.78
390,1.78,0.31,-7.47
400,0.83,-0.06,-8.27
410,-0.79,-0.3,-9.26
420,-2.48,-0.1,-10.42
430,-3.96,0.12,-11.61
440,-4.41,0.42,-12.27
450,-3.82,0.64,-12.07
460,-3.02,0.51,-10.93
470,-2.34,-0.17,-9.17
480,-1.77,-0.85,-7.76
490,-1.54,-1.35,-7.62
500,-1.77,-1.49,-8.95
510,-2.22,-1.39,-10.49
520,-2.6,-0.88,-11.46
530,-3.45,-0.52,-11.45
540,-4.55,-0.74,-10.48
550,-5.25,-1.41,-8.89
560,-4.99,-2.39,-7.53
570,-4.02,-3.32,-7.33
580,-2.73,-4.08,-8.83
590,-1.44,-4.57,-11.23
600,-0.63,-4.52,-13.45
610,-0.02,-4.26,-14.97
620,0.44,-4.19,-15.47
630,0.53,-4.45,-14.83
640,0.1,-4.88,-13.79
650,-0.36,-5.44,-13.31
660,-0.23,-5.88,-13.77
670,0.34,-6.05,-14.83
680,0.92,-5.83,-15.52
690,1.42,-5.86,-15.23
700,1.9,-6.01,-13.73
710,2.24,-6.31,-12.02
720,2.45,-6.57,-11.14
730,2.52,-6.7,-11.35
740,2.64,-6.81,-12.27
750,3.06,-6.76,-13.55
760,4.0,-6.75,-14.82
770,4.68,-6.67,-15.11
780,4.75,-6.79,-14.2
790,4.15,-6.98,-12.77
800,3.55,-7.21,-11.99
810,3.74,-7.29,-12.31
820,4.51,-7.27,-13.29
830,5.68,-7.31,-13.94
840,6.87,-7.57,-13.93
850,7.71,-7.77,-13.22
860,8.0,-7.86,-12.1
870,7.98,-7.81,-11.13
880,7.89,-7.64,-10.81
890,7.84,-7.38,-11.02
900,8.06,-7.14,-11.45
910,8.42,-7.06,-11.86
920,8.89,-7.08,-11.81
930,9.35,-7.07,-11.26
940,10.04,-7.02,-10.41
950,10.62,-6.82,-9.53
960,10.9,-6.62,-8.77
970,10.88,-6.41,-8.01
980,10.74,-6.14,-7.33
990,10.56,-5.81,-7.05
1000,10.26,-5.41,-6.99
