timestamp,x,y,z
0,3.07,3.04,-9.01
10,2.84,3.07,-9.48
20,2.46,3.07,-9.9
30,2.26,3.04,-10.14
40,2.29,3.02,-10.22
50,2.66,2.95,-10.07
60,3.2,2.88,-9.74
70,3.7,2.81,-9.37
80,4.1,2.75,-9.07
90,4.48,2.72,-8.86
100,4.56,2.72,-8.71
110,4.3,2.74,-8.73
120,3.96,2.69,-8.74
130,3.95,2.62,-8.88
140,4.32,2.6,-9.14
150,4.97,2.45,-9.45
160,5.75,2.17,-9.72
170,6.9,1.95,-10.06
180,8.16,1.85,-10.39
190,9.02,1.82,-10.43
200,9.15,1.81,-9.94
210,8.09,1.65,-8.88
220,6.66,1.42,-7.3
230,5.68,1.09,-5.69
240,5.57,0.98,-4.51
250,5.76,0.86,-4.18
260,5.75,0.86,-4.76
270,4.92,0.91,-5.86
280,3.26,0.89,-6.8
290,1.28,1.11,-7.13
300,-0.53,1.31,-7.17
310,-1.67,1.54,-7.15
320,-2.45,1.96,-7.19
330,-2.98,2.28,-7.21
340,-3.35,2.54,-6.7
350,-3.34,2.51,-5.93
360,-2.55,2.08,-5.26
370,-1.5,1.69,-5.09
380,-0.44,1.5,-5.17
390,0.17,1.1,-5.26
400,0.21,0.47,-5.12
410,-0.78,-0.14,-4.9
420,-2.72,-0.6,-5.56
430,-4.45,-0.95,-7.1
440,-5.14,-1.08,-8.83
450,-4.54,-0.97,-10.16
460,-3.3,-0.73,-10.31
470,-2.48,-0.53,-9.04
480,-2.41,-0.91,-6.94
490,-2.93,-1.61,-4.97
500,-3.69,-2.05,-4.59
510,-4.65,-2.15,-6.12
520,-5.82,-1.97,-8.11
530,-6.95,-2.2,-9.77
540,-7.59,-2.54,-11.12
550,-7.64,-2.68,-12.42
560,-7.3,-2.94,-13.4
570,-6.67,-3.18,-14.1
580,-6.15,-3.46,-14.15
590,-5.9,-4.02,-13.58
600,-5.54,-4.62,-12.8
610,-4.96,-5.17,-12.08
620,-3.93,-5.81,-11.79
630,-2.83,-6.18,-11.84
640,-1.9,-6.35,-12.16
650,-1.49,-6.41,-12.53
660,-1.5,-6.37,-12.57
670,-1.9,-6.61,-12.26
680,-2.08,-7.02,-11.92
690,-1.68,-7.2,-11.84
700,-0.64,-7.35,-12.12
710,0.8,-7.36,-12.77
720,1.62,-7.35,-13.27
730,1.07,-7.4,-13.18
740,-0.3,-7.67,-12.42
750,-1.36,-7.93,-12.0
760,-1.45,-8.14,-12.38
770,-0.53,-8.24,-12.89
780,0.82,-8.5,-12.6
790,2.07,-8.97,-11.92
800,2.98,-9.22,-11.53
810,3.39,-9.4,-11.71
820,3.5,-9.51,-12.37
830,3.49,-9.3,-13.29
840,3.32,-9.41,-13.52
850,3.34,-9.68,-13.09
860,3.97,-9.92,-12.52
870,4.84,-9.98,-11.87
880,5.85,-9.83,-11.19
890,6.69,-9.54,-10.85
900,7.15,-9.33,-11.01
910,7.2,-8.81,-11.37
920,6.89,-8.53,-11.59
930,6.71,-8.54,-11.39
940,6.96,-8.42,-10.62
950,7.74,-8.17,-9.87
960,8.16,-7.69,-9.33
970,8.0,-7.08,-9.08
980,7.8,-6.68,-9.22
990,7.85,-6.13,-9.51
1000,7.85,-5.76,-9.69
