timestamp,x,y,z
0,4.47,2.19,-9.88
10,4.66,2.14,-9.68
20,4.78,2.11,-9.43
30,4.85,2.02,-9.15
40,5.07,1.89,-9.03
50,5.33,1.92,-9.18
60,5.51,1.91,-9.34
70,5.51,1.92,-9.24
80,5.35,1.85,-9.03
90,5.37,1.76,-8.84
100,5.79,1.65,-8.62
110,6.34,1.54,-8.43
120,7.24,1.38,-8.22
130,8.49,1.26,-8.14
140,9.79,1.2,-8.24
150,10.5,1.28,-8.3
160,10.2,1.2,-8.03
170,9.4,1.09,-7.39
180,8.59,1.03,-6.41
190,8.01,0.78,-5.47
200,8.02,0.72,-4.84
210,8.31,0.8,-4.87
220,8.27,0.77,-5.29
230,7.6,0.61,-5.71
240,6.66,0.26,-5.83
250,5.68,-0.04,-5.73
260,4.58,-0.39,-5.29
270,3.21,-0.84,-4.55
280,1.69,-1.2,-3.47
290,0.15,-1.43,-2.87
300,-1.0,-1.54,-3.14
310,-1.76,-1.81,-4.32
320,-2.21,-2.11,-5.88
330,-2.12,-2.38,-7.31
340,-1.95,-2.8,-8.32
350,-1.76,-3.18,-8.66
360,-2.28,-3.14,-8.49
370,-3.46,-2.65,-9.46
380,-5.04,-2.41,-11.0
390,-5.84,-2.06,-12.2
400,-5.66,-1.98,-12.71
410,-5.09,-2.25,-12.13
420,-4.68,-2.87,-10.81
430,-4.25,-3.51,-9.41
440,-3.7,-3.78,-8.54
450,-3.4,-3.86,-8.2
460,-3.61,-3.93,-8.04
470,-4.0,-4.15,-8.5
480,-4.24,-4.57,-9.28
490,-4.31,-5.13,-9.67
500,-4.3,-5.87,-9.5
510,-4.43,-6.76,-8.86
520,-4.22,-7.45,-8.88
530,-3.4,-7.6,-10.18
540,-2.45,-7.59,-12.12
550,-2.17,-7.69,-13.75
560,-2.42,-7.83,-14.59
570,-2.74,-8.22,-14.3
580,-2.99,-8.88,-13.01
590,-3.09,-9.37,-11.18
600,-3.17,-9.58,-10.19
610,-3.24,-9.74,-10.25
620,-2.97,-9.84,-10.92
630,-2.33,-10.0,-11.83
640,-1.42,-10.29,-12.71
650,-0.6,-10.59,-13.02
660,0.03,-11.12,-12.46
670,0.99,-11.52,-11.66
680,2.18,-11.72,-11.55
690,3.27,-11.71,-12.12
700,3.95,-11.33,-13.2
710,4.04,-11.07,-14.62
720,3.55,-11.09,-15.57
730,3.3,-11.32,-15.55
740,3.22,-11.9,-14.36
750,3.73,-12.09,-12.25
760,4.8,-11.9,-10.22
770,6.15,-11.4,-9.14
780,7.22,-11.19,-8.97
790,8.33,-10.87,-9.38
800,9.61,-10.32,-10.6
810,10.45,-9.57,-12.26
820,9.71,-9.62,-12.81
830,8.85,-9.21,-11.87
840,8.5,-8.77,-10.63
850,8.26,-8.47,-9.32
860,8.69,-8.02,-7.95
870,9.68,-7.39,-7.16
880,10.31,-6.68,-7.11
890,9.82,-6.12,-7.27
900,8.72,-5.62,-7.3
910,7.79,-5.2,-7.24
920,7.48,-4.76,-7.25
930,7.72,-4.35,-7.32
940,8.1,-3.94,-7.54
950,8.33,-3.57,-7.73
960,8.13,-3.22,-7.66
970,7.38,-3.04,-7.22
980,6.02,-2.82,-6.17
990,4.48,-2.66,-4.99
1000,3.85,-2.4,-4.44
