timestamp,x,y,z
0,6.57,2.77,-9.19
10,6.56,2.68,-9.23
20,6.32,2.48,-9.2
30,6.09,2.31,-8.74
40,5.85,2.15,-7.89
50,5.73,1.88,-6.81
60,5.95,1.85,-5.88
70,5.98,1.45,-5.31
80,6.33,1.35,-4.81
90,6.61,1.11,-4.55
100,6.87,1.18,-4.64
110,6.86,1.17,-4.87
120,6.13,0.99,-4.98
130,5.08,0.69,-5.05
140,4.36,0.53,-5.32
150,3.18,0.39,-5.88
160,1.36,0.2,-6.66
170,-0.83,0.16,-7.48
180,-3.01,0.47,-8.01
190,-4.55,0.6,-8.1
200,-4.79,0.63,-7.73
210,-3.8,0.85,-7.17
220,-3.14,0.67,-6.35
230,-3.12,0.1,-5.75
240,-3.21,-0.31,-5.73
250,-3.72,-0.65,-6.35
260,-4.54,-0.87,-7.15
270,-5.1,-0.89,-8.2
280,-5.29,-0.92,-9.11
290,-4.82,-1.11,-9.51
300,-4.03,-1.55,-9.47
310,-3.59,-2.38,-9.09
320,-3.29,-3.13,-8.71
330,-3.05,-3.85,-8.76
340,-2.7,-4.12,-9.25
350,-2.53,-3.94,-9.74
360,-3.09,-3.76,-9.65
370,-4.24,-3.63,-9.04
380,-5.7,-3.57,-8.76
390,-6.97,-3.75,-9.19
400,-7.62,-4.06,-10.0
410,-7.29,-4.54,-11.0
420,-6.34,-5.14,-11.76
430,-5.07,-5.37,-12.19
440,-3.87,-5.31,-12.39
450,-3.04,-5.33,-12.06
460,-3.1,-5.48,-10.98
470,-4.0,-5.96,-9.62
480,-4.92,-6.56,-9.02
490,-5.3,-7.22,-9.49
500,-4.97,-7.43,-10.63
510,-4.07,-7.61,-12.23
520,-2.96,-7.71,-13.73
530,-2.3,-7.85,-14.43
540,-2.33,-8.18,-14.34
550,-2.76,-8.55,-14.1
560,-3.04,-8.89,-13.95
570,-2.71,-9.39,-13.79
580,-1.75,-10.02,-13.55
590,-0.74,-10.4,-13.38
600,0.08,-10.75,-13.73
610,0.84,-10.92,-14.54
620,1.64,-10.84,-15.23
630,2.46,-10.66,-15.33
640,3.17,-10.53,-14.67
650,3.53,-10.28,-13.65
660,3.41,-10.1,-12.78
670,2.93,-10.07,-12.65
680,2.63,-10.17,-13.26
690,2.95,-10.13,-14.2
700,3.88,-10.1,-15.09
710,5.05,-10.03,-15.74
720,5.91,-9.89,-15.47
730,6.27,-9.81,-14.08
740,6.38,-9.53,-12.09
750,6.62,-8.98,-10.19
760,6.85,-8.37,-8.8
770,7.19,-7.64,-7.92
780,7.65,-6.74,-7.42
790,7.98,-5.81,-7.43
800,8.06,-4.95,-7.7
810,7.6,-4.19,-7.84
820,6.95,-3.67,-7.61
830,6.76,-3.4,-7.24
840,7.25,-3.05,-6.98
850,8.14,-2.57,-6.86
860,8.64,-2.12,-6.84
870,8.37,-1.71,-6.87
880,7.38,-1.31,-6.83
890,6.15,-1.05,-6.55
900,5.04,-0.82,-5.95
910,4.64,-0.59,-5.41
920,5.12,-0.08,-5.28
930,6.42,0.44,-5.58
940,7.8,0.77,-5.77
950,8.38,0.95,-5.66
960,8.01,1.02,-5.23
970,7.18,1.08,-4.58
980,6.23,1.14,-3.72
990,5.16,1.41,-2.91
1000,3.96,1.55,-2.72
