timestamp,x,y,z
0,-0.43,4.24,-9.5
10,-0.59,4.16,-9.22
20,-0.47,4.16,-9.07
30,-0.22,4.24,-8.99
40,0.17,4.31,-8.93
50,0.51,4.4,-8.92
60,0.64,4.51,-8.97
70,0.38,4.57,-9.06
80,-0.06,4.58,-9.12
90,-0.25,4.58,-9.1
100,-0.08,4.56,-9.03
110,0.19,4.55,-8.98
120,0.48,4.58,-8.84
130,0.76,4.58,-8.49
140,1.02,4.55,-8.13
150,1.04,4.55,-7.72
160,0.73,4.53,-7.34
170,0.17,4.45,-6.96
180,-0.34,4.33,-6.65
190,-0.62,4.18,-6.52
200,-0.78,4.02,-6.42
210,-0.9,3.8,-6.22
220,-0.94,3.52,-5.96
230,-1.01,3.27,-5.54
240,-1.15,3.15,-4.87
250,-1.34,3.05,-4.05
260,-1.58,3.25,-3.21
270,-1.79,2.72,-2.45
280,-1.87,2.55,-1.83
290,-1.48,2.01,-1.61
300,-1.41,1.73,-2.02
310,-1.65,1.51,-2.55
320,-2.46,1.51,-3.06
330,-3.08,1.59,-3.25
340,-3.62,1.49,-3.44
350,-3.57,1.37,-3.68
360,-2.84,1.24,-3.37
370,-2.05,-0.35,-3.01
380,-1.94,-1.74,-3.15
390,-0.91,-2.63,-3.49
400,0.75,-3.99,-4.43
410,1.67,-3.61,-6.57
420,2.27,-3.73,-8.78
430,2.19,-3.65,-10.65
440,1.89,-4.01,-11.88
450,1.12,-4.52,-12.65
460,0.49,-4.92,-13.41
470,0.11,-5.24,-14.09
480,-0.03,-5.54,-14.34
490,0.05,-5.98,-14.42
500,0.71,-6.73,-14.8
510,1.4,-7.41,-15.45
520,1.87,-7.95,-15.98
530,2.03,-8.39,-16.3
540,2.09,-8.66,-16.55
550,2.01,-8.63,-16.67
560,1.67,-8.34,-16.68
570,1.23,-8.32,-16.68
580,0.78,-8.21,-16.4
590,0.44,-8.24,-15.93
600,0.44,-8.24,-15.49
610,0.65,-8.18,-15.09
620,0.86,-7.99,-14.62
630,0.9,-7.68,-14.01
640,0.71,-7.45,-13.42
650,0.49,-7.25,-12.79
660,0.36,-7.08,-12.16
670,0.16,-6.85,-11.63
680,-0.04,-6.66,-11.37
690,-0.27,-6.58,-11.44
700,-0.21,-6.58,-11.64
710,0.04,-6.56,-11.76
720,0.36,-6.65,-11.63
730,0.57,-6.73,-11.28
740,0.73,-6.68,-11.0
750,0.66,-6.62,-11.03
760,0.52,-6.65,-11.25
770,0.55,-6.66,-11.67
780,0.62,-6.6,-12.17
790,0.41,-6.5,-12.69
800,-0.1,-6.52,-13.11
810,-0.76,-6.51,-13.65
820,-1.17,-6.36,-14.14
830,-1.3,-6.19,-14.54
840,-1.24,-5.98,-14.69
850,-0.96,-5.94,-14.75
860,-0.45,-5.89,-14.89
870,0.05,-5.99,-15.27
880,0.45,-6.16,-16.03
890,0.97,-6.06,-17.23
900,2.08,-5.97,-18.93
910,3.88,-6.11,-20.49
920,5.29,-6.67,-20.8
930,5.2,-7.65,-19.58
940,3.78,-7.98,-17.65
950,1.83,-7.89,-15.64
960,0.01,-7.81,-13.46
970,-1.0,-7.26,-10.81
980,-1.35,-6.77,-7.85
990,-0.69,-5.89,-4.69
1000,0.69,-4.85,-2.05
