timestamp,x,y,z
0,0.77,4.14,-8.45
10,1.17,4.17,-8.26
20,1.26,4.16,-8.23
30,1.15,4.22,-8.4
40,0.84,4.25,-8.68
50,0.45,4.27,-9.0
60,0.14,4.3,-9.32
70,-0.11,4.32,-9.67
80,-0.13,4.33,-9.93
90,0.13,4.31,-9.91
100,0.72,4.24,-9.55
110,1.4,4.1,-8.94
120,2.0,3.97,-8.37
130,2.32,3.93,-8.11
140,2.21,3.91,-8.24
150,1.69,3.95,-8.61
160,0.95,3.97,-9.12
170,0.44,4.05,-9.55
180,0.15,4.07,-9.91
190,0.2,4.03,-9.98
200,0.57,4.01,-9.77
210,1.11,3.96,-9.45
220,1.62,3.82,-9.21
230,2.05,3.69,-8.96
240,2.17,3.68,-8.66
250,1.9,3.64,-8.43
260,1.41,3.59,-8.4
270,0.99,3.51,-8.46
280,0.75,3.4,-8.56
290,0.56,3.34,-8.57
300,0.32,3.24,-8.43
310,0.14,3.04,-8.05
320,0.01,2.8,-7.42
330,-0.02,2.51,-6.76
340,0.1,2.26,-6.15
350,0.28,2.18,-5.55
360,0.35,2.09,-5.02
370,0.32,2.04,-4.39
380,-0.02,1.82,-3.61
390,-0.56,1.76,-2.8
400,-1.58,1.53,-2.16
410,-2.93,1.24,-1.88
420,-4.23,1.12,-1.76
430,-5.15,1.04,-1.87
440,-5.43,0.97,-2.29
450,-4.76,0.75,-2.91
460,-3.41,0.45,-3.54
470,-1.92,0.16,-3.95
480,-0.83,-0.1,-4.09
490,0.06,-0.45,-4.07
500,0.86,-0.69,-3.95
510,1.19,-1.0,-4.11
520,0.91,-1.17,-4.52
530,0.5,-1.39,-5.04
540,-0.09,-1.79,-5.83
550,-0.73,-2.32,-6.9
560,-1.15,-2.79,-8.13
570,-1.04,-3.28,-9.54
580,-0.04,-3.81,-11.11
590,1.56,-3.95,-12.71
600,3.14,-4.82,-13.84
610,4.22,-4.71,-15.12
620,4.7,-5.05,-16.0
630,4.62,-5.29,-16.34
640,4.14,-5.65,-16.74
650,3.53,-6.02,-17.67
660,3.07,-6.03,-18.74
670,2.63,-5.98,-19.61
680,2.44,-6.05,-19.75
690,2.41,-6.11,-19.14
700,2.58,-6.38,-18.31
710,2.85,-6.53,-17.78
720,2.97,-6.57,-17.88
730,2.96,-6.51,-18.59
740,2.92,-6.37,-19.53
750,3.02,-6.32,-20.16
760,3.17,-6.3,-20.13
770,3.07,-6.31,-19.37
780,2.79,-6.4,-18.29
790,2.63,-6.41,-17.37
800,2.77,-6.35,-16.78
810,3.08,-6.24,-16.45
820,3.4,-6.17,-16.24
830,3.62,-6.13,-15.99
840,3.63,-6.01,-15.7
850,3.42,-5.94,-15.62
860,3.14,-5.88,-15.76
870,2.78,-5.75,-16.03
880,2.48,-5.73,-16.21
890,2.46,-5.63,-16.32
900,2.51,-5.5,-16.38
910,2.77,-5.46,-16.38
920,3.02,-5.37,-16.32
930,3.05,-5.42,-16.12
940,3.16,-5.43,-15.62
950,3.42,-5.48,-14.73
960,3.89,-5.43,-13.7
970,4.22,-5.3,-12.7
980,4.34,-5.21,-11.81
990,4.22,-4.98,-10.85
1000,3.73,-4.54,-9.73
