timestamp,x,y,z
0,-1.11,4.88,-6.63
10,-1.23,4.97,-6.53
20,-1.44,5.03,-6.36
30,-1.65,5.04,-6.06
40,-1.82,5.01,-5.84
50,-1.76,4.86,-5.8
60,-1.35,4.8,-6.01
70,-0.82,4.82,-6.45
80,-0.31,4.89,-6.8
90,0.02,4.98,-7.07
100,0.17,5.02,-7.38
110,0.37,5.07,-7.7
120,0.57,5.07,-7.95
130,0.62,5.11,-8.11
140,0.38,5.13,-8.21
150,0.05,5.12,-8.16
160,-0.38,5.04,-8.05
170,-0.84,4.92,-7.99
180,-1.1,4.85,-7.98
190,-1.27,4.93,-7.9
200,-1.23,4.96,-7.85
210,-0.82,4.96,-7.8
220,-0.13,5.0,-7.7
230,0.25,4.93,-7.48
240,0.15,4.89,-7.32
250,-0.27,4.74,-7.26
260,-0.75,4.54,-7.24
270,-1.12,4.33,-7.03
280,-1.25,4.12,-6.69
290,-1.09,3.83,-6.3
300,-0.83,3.52,-5.83
310,-0.78,3.14,-5.36
320,-0.93,2.8,-4.8
330,-1.36,2.67,-3.93
340,-1.89,2.58,-2.93
350,-2.27,2.19,-2.03
360,-2.59,1.7,-1.44
370,-2.99,1.14,-1.07
380,-3.45,0.49,-0.94
390,-4.07,0.06,-0.75
400,-4.65,-0.45,-0.36
410,-4.87,-0.88,0.09
420,-4.64,-0.92,0.34
430,-3.84,-1.31,0.26
440,-2.59,-1.93,0.07
450,-1.5,-2.72,-0.76
460,-1.1,-3.57,-2.7
470,-1.47,-4.35,-4.17
480,-2.22,-4.64,-5.81
490,-2.26,-5.4,-9.76
500,-1.53,-4.9,-12.6
510,-0.47,-4.82,-14.82
520,0.39,-4.98,-15.77
530,0.55,-5.69,-15.6
540,-0.08,-6.63,-15.42
550,-1.12,-7.42,-16.07
560,-1.87,-7.52,-17.92
570,-1.77,-7.12,-20.3
580,-0.6,-6.54,-22.16
590,0.99,-6.25,-22.67
600,2.4,-6.25,-21.41
610,3.03,-6.63,-18.94
620,2.84,-7.13,-16.67
630,2.27,-7.19,-15.49
640,1.48,-6.83,-15.56
650,0.62,-6.24,-16.42
660,0.07,-5.73,-17.26
670,-0.18,-5.51,-17.48
680,-0.49,-5.5,-17.11
690,-0.83,-5.7,-16.65
700,-0.91,-5.88,-16.22
710,-0.69,-5.85,-15.88
720,-0.26,-5.83,-15.59
730,0.42,-5.82,-15.36
740,1.08,-5.77,-15.11
750,1.6,-5.84,-14.82
760,1.9,-5.93,-14.48
770,1.86,-5.98,-14.43
780,1.47,-6.11,-14.83
790,0.92,-6.36,-15.86
800,0.34,-6.53,-17.18
810,-0.16,-6.66,-18.31
820,-0.41,-6.81,-19.23
830,-0.22,-7.0,-19.93
840,0.57,-7.26,-20.21
850,1.2,-7.58,-19.9
860,1.78,-7.94,-19.38
870,1.91,-8.12,-18.96
880,1.55,-7.93,-18.71
890,1.13,-7.79,-18.43
900,1.08,-7.69,-17.67
910,1.32,-7.66,-16.37
920,1.93,-7.5,-14.56
930,2.61,-7.35,-12.35
940,3.08,-7.04,-9.78
950,3.32,-6.61,-6.9
960,3.31,-5.75,-3.9
970,3.07,-4.81,-1.45
980,2.74,-3.83,0.41
990,2.76,-2.88,1.23
1000,3.32,-2.05,1.58
