timestamp,x,y,z
0,-6.05,2.69,-7.62
10,-8.26,2.34,-7.06
20,-11.28,1.81,-6.8
30,-13.97,0.75,-7.39
40,-15.76,-0.29,-8.52
50,-17.05,-1.27,-9.64
60,-17.97,-2.22,-10.64
70,-18.04,-3.14,-11.69
80,-16.88,-3.65,-12.9
90,-14.85,-3.86,-13.67
100,-12.41,-3.99,-13.2
110,-9.5,-4.13,-11.71
120,-6.64,-4.06,-10.01
130,-4.31,-3.79,-8.15
140,-2.44,-3.45,-6.56
150,-0.42,-3.06,-5.91
160,1.78,-2.62,-6.31
170,3.88,-2.19,-7.34
180,5.75,-1.81,-8.47
190,7.22,-1.32,-9.18
200,8.51,-1.02,-9.33
210,9.6,-0.75,-9.05
220,10.54,-0.48,-8.66
230,11.26,-0.07,-8.56
240,11.71,0.61,-9.05
250,11.77,1.17,-10.07
260,11.06,1.7,-11.02
270,9.74,2.09,-11.25
280,8.59,2.22,-10.98
290,7.97,2.3,-10.81
300,7.72,2.42,-11.03
310,7.65,2.71,-11.29
320,7.31,2.96,-11.17
330,6.69,3.05,-10.59
340,5.98,3.07,-9.95
350,5.41,2.98,-9.83
360,5.18,2.93,-10.21
370,5.45,2.89,-10.43
380,6.0,2.81,-10.09
390,6.63,2.61,-9.35
400,7.26,2.29,-8.64
410,7.52,1.79,-8.29
420,7.64,1.17,-7.88
430,8.03,0.63,-7.75
440,8.78,0.13,-7.89
450,9.83,-0.36,-7.78
460,10.86,-0.56,-7.33
470,11.52,-0.8,-6.94
480,11.44,-0.91,-6.76
490,10.84,-1.07,-6.66
500,9.93,-1.29,-6.37
510,8.96,-1.58,-5.71
520,8.14,-1.64,-4.93
530,6.94,-1.94,-4.66
540,5.05,-2.28,-5.62
550,2.71,-2.32,-7.4
560,0.25,-2.05,-8.89
570,-2.17,-1.88,-9.78
580,-4.24,-1.85,-10.59
590,-5.96,-1.47,-11.18
600,-7.25,-1.58,-11.13
610,-8.31,-2.06,-11.03
620,-9.27,-2.08,-11.38
630,-9.96,-1.98,-12.3
640,-10.19,-1.82,-13.3
650,-10.35,-1.54,-13.81
660,-10.04,-1.49,-13.6
670,-9.56,-1.59,-12.56
680,-9.22,-1.81,-11.44
690,-9.16,-2.1,-10.95
700,-9.24,-2.29,-11.07
710,-9.46,-2.43,-11.57
720,-9.79,-2.44,-12.01
730,-10.14,-2.38,-12.21
740,-10.04,-2.32,-12.04
750,-9.59,-2.51,-11.44
760,-9.24,-2.82,-10.61
770,-9.25,-2.99,-10.01
780,-9.67,-3.2,-9.96
790,-10.16,-3.22,-10.3
800,-10.65,-3.18,-10.68
810,-10.9,-3.25,-10.53
820,-10.72,-3.45,-9.9
830,-10.27,-3.6,-9.0
840,-9.65,-3.73,-8.06
850,-9.13,-3.78,-7.35
860,-8.6,-3.78,-6.91
870,-8.21,-3.72,-6.63
880,-8.05,-3.75,-6.22
890,-8.05,-3.93,-5.77
900,-8.28,-4.28,-5.56
910,-8.7,-4.64,-5.93
920,-8.94,-4.97,-6.71
930,-8.72,-5.17,-7.56
940,-8.0,-5.43,-8.04
950,-6.89,-5.74,-7.96
960,-5.69,-6.11,-7.61
970,-4.6,-6.3,-7.56
980,-3.86,-6.26,-7.91
990,-3.25,-6.16,-8.49
1000,-2.43,-6.18,-8.83
