timestamp,x,y,z
0,0.57,2.93,-9.55
10,0.57,2.98,-9.51
20,0.62,3.0,-9.37
30,0.78,2.94,-9.19
40,0.96,2.86,-9.11
50,1.12,2.84,-9.18
60,1.02,2.85,-9.41
70,0.7,2.87,-9.56
80,0.25,2.86,-9.58
90,-0.15,2.97,-9.47
100,-0.28,2.97,-9.4
110,-0.11,2.98,-9.41
120,0.21,2.97,-9.38
130,0.45,2.96,-9.45
140,0.53,2.96,-9.57
150,0.35,3.0,-9.77
160,0.0,2.98,-9.91
170,-0.42,2.95,-10.06
180,-0.87,3.02,-10.16
190,-1.11,3.02,-10.14
200,-1.06,2.96,-9.93
210,-0.84,2.94,-9.68
220,-0.79,2.95,-9.59
230,-1.05,2.87,-9.65
240,-1.57,2.73,-9.79
250,-2.4,2.65,-10.2
260,-3.07,2.72,-10.51
270,-3.85,2.8,-10.5
280,-5.07,2.8,-10.19
290,-6.14,2.61,-9.55
300,-7.09,2.48,-8.98
310,-7.92,2.45,-8.85
320,-8.82,2.47,-9.27
330,-9.61,2.39,-10.01
340,-10.16,2.12,-10.38
350,-10.17,1.84,-10.36
360,-9.56,1.61,-9.9
370,-8.52,1.39,-9.12
380,-7.64,1.1,-8.51
390,-6.59,0.9,-8.64
400,-4.93,0.58,-9.11
410,-3.35,0.34,-9.19
420,-1.53,-0.03,-8.99
430,0.14,-0.24,-8.32
440,1.43,-0.4,-7.86
450,2.69,-0.56,-7.86
460,3.74,-0.51,-8.13
470,4.4,-0.47,-8.42
480,4.92,-0.4,-8.52
490,5.34,-0.23,-8.51
500,5.86,0.07,-8.41
510,6.49,0.2,-8.29
520,6.85,0.63,-8.52
530,7.41,0.69,-8.99
540,7.77,0.79,-9.29
550,8.1,0.65,-9.51
560,8.44,0.57,-9.78
570,8.78,0.55,-10.01
580,8.95,0.43,-10.16
590,9.27,0.35,-10.03
600,9.87,0.28,-9.98
610,10.55,0.28,-9.95
620,10.98,0.41,-9.76
630,11.07,0.35,-9.41
640,10.66,0.29,-8.93
650,10.13,0.13,-8.72
660,9.48,-0.09,-8.93
670,8.8,-0.28,-9.17
680,8.36,-0.47,-9.15
690,8.03,-0.81,-8.86
700,7.78,-0.92,-8.3
710,7.82,-1.05,-7.59
720,8.38,-1.13,-6.78
730,9.39,-1.44,-5.74
740,10.04,-2.05,-4.62
750,10.42,-2.69,-3.69
760,10.57,-3.33,-3.48
770,10.24,-3.77,-4.08
780,8.67,-3.84,-5.47
790,6.09,-4.65,-7.19
800,3.13,-4.56,-9.15
810,0.88,-4.03,-10.0
820,1.32,-3.18,-10.15
830,3.94,-2.75,-9.57
840,6.02,-2.67,-8.75
850,6.26,-2.95,-7.75
860,3.85,-3.54,-7.62
870,-0.88,-4.25,-8.81
880,-5.98,-4.45,-10.5
890,-10.15,-4.35,-12.31
900,-12.72,-4.07,-14.29
910,-13.4,-3.66,-16.29
920,-12.71,-3.02,-17.93
930,-11.17,-2.4,-18.45
940,-10.4,-2.09,-17.71
950,-11.15,-2.12,-16.36
960,-12.96,-2.27,-15.2
970,-14.91,-2.38,-14.73
980,-16.23,-2.39,-14.65
990,-16.58,-2.04,-14.38
1000,-15.86,-1.84,-13.58
