timestamp,x,y,z
0,-0.15,2.83,-9.82
10,0.39,2.72,-10.2
20,1.09,2.62,-10.62
30,1.7,2.59,-11.05
40,2.09,2.7,-11.31
50,2.3,2.74,-11.3
60,2.31,2.68,-10.91
70,2.06,2.66,-10.27
80,1.81,2.63,-9.56
90,1.7,2.58,-8.95
100,1.78,2.51,-8.55
110,1.87,2.48,-8.32
120,2.06,2.49,-8.24
130,2.36,2.43,-8.29
140,2.62,2.53,-8.29
150,2.62,2.6,-8.37
160,2.35,2.64,-8.5
170,1.91,2.72,-8.7
180,1.5,2.8,-8.77
190,1.09,2.82,-8.78
200,0.76,2.75,-8.61
210,0.65,2.65,-8.26
220,0.89,2.62,-7.64
230,1.17,2.49,-6.98
240,1.27,2.3,-6.33
250,1.44,2.03,-5.67
260,1.39,1.76,-5.12
270,1.02,1.57,-4.52
280,0.53,1.37,-3.94
290,-0.01,1.42,-3.39
300,-0.64,1.67,-2.88
310,-1.38,1.83,-2.27
320,-2.42,1.88,-1.53
330,-3.57,2.09,-0.72
340,-4.26,1.5,-0.01
350,-4.3,0.82,0.48
360,-3.94,0.22,0.48
370,-3.44,-0.55,0.17
380,-3.03,-1.12,-0.48
390,-2.64,-1.84,-2.37
400,-2.17,-2.25,-3.89
410,-2.03,-2.37,-6.53
420,-1.77,-2.48,-8.94
430,-1.02,-2.39,-10.26
440,0.08,-2.93,-10.89
450,0.97,-3.68,-11.1
460,1.43,-4.18,-11.34
470,1.22,-4.46,-11.55
480,0.34,-4.66,-11.65
490,-0.38,-5.05,-11.63
500,-0.37,-5.47,-11.67
510,0.17,-6.07,-12.15
520,1.31,-6.77,-13.09
530,2.43,-7.13,-14.58
540,2.99,-7.21,-16.32
550,3.03,-7.28,-18.04
560,2.65,-7.08,-19.46
570,2.05,-6.93,-20.37
580,1.6,-6.99,-20.27
590,1.4,-6.96,-19.08
600,1.26,-7.02,-17.45
610,1.13,-6.97,-16.16
620,1.08,-6.82,-15.45
630,1.09,-6.74,-15.15
640,1.25,-6.72,-14.95
650,1.49,-6.68,-14.71
660,1.76,-6.53,-14.52
670,1.9,-6.41,-14.48
680,1.6,-6.35,-14.54
690,0.85,-6.16,-14.64
700,0.25,-6.11,-14.62
710,0.35,-6.05,-14.37
720,0.87,-6.1,-14.08
730,1.3,-6.15,-14.07
740,1.45,-6.14,-14.25
750,1.24,-6.08,-14.33
760,0.78,-6.1,-14.13
770,0.23,-6.04,-14.02
780,-0.47,-5.87,-14.18
790,-0.89,-5.78,-14.44
800,-0.86,-5.76,-14.73
810,-0.47,-5.85,-15.01
820,0.13,-5.97,-15.43
830,0.7,-6.14,-16.04
840,1.28,-6.29,-16.71
850,1.58,-6.29,-17.13
860,1.39,-6.23,-16.95
870,0.74,-6.2,-15.99
880,-0.05,-6.32,-14.59
890,-0.59,-6.32,-13.62
900,-0.67,-6.13,-13.42
910,-0.11,-5.84,-13.72
920,0.86,-5.62,-14.05
930,2.04,-5.54,-14.16
940,2.93,-5.44,-14.01
950,3.44,-5.37,-13.45
960,3.73,-5.19,-12.38
970,3.81,-4.91,-11.13
980,3.77,-4.63,-10.01
990,3.41,-4.33,-8.95
1000,2.85,-4.01,-7.77
