timestamp,x,y,z
0,0.7,3.0,-9.68
10,0.91,2.96,-9.65
20,1.15,2.93,-9.58
30,1.41,2.97,-9.52
40,1.7,3.09,-9.43
50,1.92,3.18,-9.34
60,1.88,3.21,-9.33
70,1.7,3.26,-9.25
80,1.49,3.18,-9.11
90,1.44,3.1,-9.01
100,1.48,3.08,-9.04
110,1.53,3.08,-9.2
120,1.56,3.05,-9.3
130,1.51,3.09,-9.39
140,1.47,3.12,-9.32
150,1.52,3.17,-9.17
160,1.64,3.23,-8.97
170,1.73,3.26,-8.69
180,1.8,3.25,-8.45
190,1.87,3.26,-8.2
200,1.85,3.28,-8.03
210,1.68,3.32,-7.92
220,1.45,3.3,-7.9
230,1.25,3.35,-7.94
240,1.1,3.33,-8.04
250,1.02,3.31,-8.03
260,1.01,3.31,-7.87
270,0.96,3.22,-7.65
280,1.04,3.1,-7.32
290,1.14,3.01,-6.87
300,1.09,2.89,-6.46
310,0.79,2.66,-6.12
320,0.52,2.58,-5.86
330,0.13,2.42,-5.58
340,-0.36,2.14,-5.26
350,-0.8,1.85,-4.89
360,-1.08,1.52,-4.44
370,-1.24,1.33,-3.87
380,-1.28,1.2,-3.27
390,-1.33,1.43,-2.58
400,-1.42,1.2,-1.94
410,-1.78,0.93,-1.24
420,-2.1,0.74,-0.37
430,-1.93,0.04,0.09
440,-1.3,-0.69,-0.13
450,-1.03,-1.06,-1.15
460,-1.06,-1.02,-2.74
470,-0.99,-0.67,-4.19
480,-0.95,-0.4,-5.47
490,-0.7,-0.51,-6.34
500,-0.27,-1.92,-6.76
510,0.25,-2.83,-7.52
520,0.94,-3.66,-8.14
530,0.91,-4.16,-9.17
540,0.28,-4.31,-10.76
550,-0.33,-4.38,-12.5
560,-0.51,-4.68,-13.87
570,0.12,-5.31,-14.51
580,1.03,-6.08,-14.54
590,1.75,-6.9,-14.68
600,1.89,-7.31,-15.53
610,1.43,-7.28,-17.05
620,0.95,-7.08,-18.61
630,0.89,-6.79,-19.58
640,1.17,-6.89,-19.71
650,1.68,-7.07,-18.95
660,2.06,-7.15,-17.85
670,1.97,-7.28,-17.18
680,1.58,-7.18,-17.07
690,1.07,-6.96,-17.23
700,0.81,-6.88,-17.14
710,1.06,-6.86,-16.71
720,1.49,-6.77,-16.08
730,1.77,-6.62,-15.53
740,1.91,-6.52,-15.26
750,1.95,-6.42,-15.19
760,1.83,-6.41,-15.25
770,1.48,-6.44,-15.36
780,1.19,-6.45,-15.59
790,1.1,-6.41,-15.8
800,1.23,-6.37,-16.0
810,1.4,-6.36,-16.22
820,1.49,-6.3,-16.54
830,1.75,-6.25,-16.86
840,2.04,-6.33,-17.22
850,2.19,-6.5,-17.62
860,2.06,-6.62,-18.01
870,1.54,-6.77,-18.56
880,1.06,-6.68,-19.06
890,0.98,-6.89,-19.16
900,1.62,-7.05,-18.61
910,2.3,-7.08,-17.59
920,2.68,-7.17,-16.38
930,2.85,-7.0,-15.39
940,2.61,-6.72,-14.31
950,2.0,-6.48,-13.22
960,1.57,-5.83,-12.13
970,1.24,-5.07,-10.93
980,1.16,-4.41,-9.46
990,1.23,-3.77,-7.71
1000,1.42,-3.33,-5.62
