timestamp,x,y,z
0,0.04,1.67,-10.29
10,-0.03,1.58,-10.52
20,-0.04,1.51,-10.97
30,0.27,1.46,-11.43
40,0.89,1.51,-11.74
50,1.48,1.57,-11.89
60,1.76,1.62,-11.84
70,1.53,1.71,-11.61
80,0.96,1.75,-11.31
90,0.45,1.83,-10.91
100,0.2,1.89,-10.41
110,0.28,1.9,-9.81
120,0.52,1.89,-9.25
130,1.01,1.9,-8.83
140,1.61,1.95,-8.66
150,2.05,2.02,-8.75
160,2.15,2.15,-9.04
170,1.92,2.31,-9.37
180,1.49,2.5,-9.6
190,0.95,2.6,-9.56
200,0.59,2.6,-9.27
210,0.5,2.57,-9.02
220,0.62,2.55,-8.96
230,0.83,2.66,-9.14
240,0.96,2.66,-9.42
250,1.06,2.65,-9.61
260,1.37,2.71,-9.41
270,1.66,2.72,-9.01
280,1.76,2.76,-8.49
290,1.6,2.78,-7.85
300,1.39,2.68,-7.24
310,1.42,2.6,-6.74
320,1.52,2.47,-6.39
330,1.44,2.36,-6.21
340,1.1,2.22,-6.16
350,0.37,2.09,-6.24
360,-0.5,1.9,-6.31
370,-1.22,1.81,-6.16
380,-1.59,1.56,-5.77
390,-1.63,1.33,-5.19
400,-1.6,1.38,-4.52
410,-1.88,1.3,-3.84
420,-2.56,1.17,-3.09
430,-3.28,1.18,-2.02
440,-3.84,1.11,-0.79
450,-4.14,0.83,0.06
460,-4.22,0.56,0.33
470,-4.02,0.19,0.32
480,-3.62,-0.36,-0.01
490,-3.28,-0.95,-0.66
500,-3.2,-1.33,-1.35
510,-2.75,-1.92,-2.17
520,-1.33,-2.79,-3.14
530,0.3,-3.49,-3.97
540,1.5,-4.19,-5.26
550,2.19,-4.69,-6.32
560,2.16,-5.12,-7.02
570,1.43,-5.86,-7.88
580,0.4,-6.44,-8.9
590,-0.69,-7.1,-10.02
600,-1.09,-8.02,-11.24
610,-0.17,-8.9,-13.01
620,1.48,-9.4,-15.32
630,3.11,-9.66,-17.8
640,4.39,-9.47,-19.77
650,4.88,-9.34,-20.55
660,5.0,-9.56,-20.04
670,4.85,-9.7,-18.6
680,4.31,-9.94,-17.15
690,3.63,-10.16,-16.53
700,3.03,-10.14,-16.62
710,2.61,-10.04,-17.07
720,2.48,-9.87,-17.51
730,2.31,-9.55,-17.65
740,2.09,-9.24,-17.36
750,1.91,-8.99,-16.75
760,1.81,-8.85,-15.97
770,1.7,-8.76,-15.08
780,1.56,-8.71,-14.32
790,1.35,-8.72,-13.83
800,1.27,-8.67,-13.6
810,1.24,-8.45,-13.7
820,1.26,-8.05,-14.01
830,1.28,-7.66,-14.14
840,1.12,-7.37,-13.82
850,0.83,-7.25,-13.26
860,0.36,-7.26,-12.85
870,-0.32,-7.4,-12.74
880,-1.0,-7.57,-12.87
890,-1.37,-7.42,-13.2
900,-1.22,-7.33,-13.82
910,-0.75,-7.0,-14.57
920,-0.45,-6.8,-15.45
930,-0.1,-6.83,-16.06
940,0.04,-6.87,-16.11
950,-0.08,-6.89,-15.73
960,-0.09,-6.92,-15.28
970,0.31,-6.88,-14.96
980,1.03,-6.79,-14.78
990,1.97,-6.67,-14.69
1000,2.77,-6.5,-14.55
