timestamp,x,y,z
0,3.36,6.02,-8.19
10,3.51,6.03,-8.49
20,3.61,6.01,-8.56
30,3.65,5.96,-8.52
40,3.9,5.9,-8.43
50,4.16,5.82,-8.3
60,4.29,5.78,-8.24
70,4.21,5.81,-8.22
80,3.78,5.81,-8.13
90,3.18,5.76,-7.97
100,2.63,5.75,-7.77
110,2.1,5.74,-7.58
120,1.6,5.76,-7.48
130,1.33,5.74,-7.43
140,1.28,5.68,-7.35
150,1.35,5.64,-7.31
160,1.46,5.63,-7.37
170,1.57,5.67,-7.62
180,1.57,5.72,-7.81
190,1.39,5.68,-7.9
200,1.24,5.6,-7.81
210,1.1,5.6,-7.65
220,0.97,5.64,-7.32
230,0.94,5.56,-6.94
240,1.05,5.52,-6.61
250,1.16,5.45,-6.35
260,1.16,5.4,-6.29
270,1.07,5.35,-6.46
280,1.07,5.32,-6.63
290,0.95,5.25,-6.77
300,0.77,5.13,-6.72
310,0.55,4.99,-6.38
320,0.12,4.97,-5.83
330,-0.92,4.86,-5.02
340,-2.7,4.67,-3.68
350,-4.64,4.17,-2.05
360,-6.07,3.22,-0.35
370,-6.97,1.86,0.46
380,-7.57,-0.06,0.94
390,-6.55,-1.22,3.41
400,-4.03,-3.14,3.6
410,-1.16,-4.83,1.76
420,2.64,-5.52,-1.24
430,6.38,-6.28,-3.69
440,9.13,-5.66,-7.7
450,10.21,-5.52,-12.14
460,9.67,-4.48,-14.95
470,7.16,-4.04,-15.97
480,2.99,-4.87,-15.49
490,-1.21,-5.15,-14.93
500,-3.66,-5.66,-14.7
510,-4.96,-5.66,-14.9
520,-4.86,-5.6,-15.21
530,-4.06,-5.56,-15.24
540,-2.76,-5.54,-14.96
550,-1.43,-5.73,-14.15
560,-0.27,-5.95,-12.86
570,0.91,-6.32,-11.67
580,2.17,-6.79,-10.68
590,2.96,-7.08,-9.78
600,3.07,-7.38,-9.18
610,2.48,-7.5,-9.33
620,1.43,-7.56,-10.15
630,0.17,-7.61,-11.31
640,-1.09,-7.53,-12.28
650,-1.71,-7.55,-12.77
660,-1.66,-7.57,-12.61
670,-1.35,-7.64,-11.75
680,-0.8,-7.73,-10.86
690,-0.37,-7.75,-10.45
700,-0.22,-7.7,-10.47
710,-0.34,-7.63,-10.68
720,-0.45,-7.64,-10.96
730,-0.54,-7.59,-11.05
740,-0.72,-7.54,-10.77
750,-1.01,-7.51,-10.46
760,-1.32,-7.52,-10.28
770,-1.42,-7.59,-10.16
780,-1.2,-7.68,-10.22
790,-0.77,-7.69,-10.5
800,-0.53,-7.63,-10.76
810,-0.57,-7.55,-10.95
820,-0.94,-7.5,-11.26
830,-1.39,-7.46,-11.83
840,-1.89,-7.48,-12.55
850,-2.14,-7.52,-13.33
860,-2.17,-7.56,-14.17
870,-1.93,-7.71,-15.17
880,-1.66,-7.76,-16.52
890,-1.54,-7.91,-17.98
900,-1.36,-7.92,-19.83
910,-1.24,-8.52,-21.85
920,-1.02,-9.29,-23.93
930,-0.79,-10.17,-25.87
940,-1.08,-11.74,-26.85
950,-1.69,-14.12,-26.2
960,-1.09,-15.94,-23.97
970,0.18,-17.19,-20.62
980,2.0,-17.77,-16.43
990,3.6,-17.1,-11.2
1000,3.89,-15.34,-5.48
