timestamp,x,y,z
0,1.57,3.02,-8.48
10,1.78,3.06,-8.79
20,2.17,3.09,-9.04
30,2.42,3.16,-9.26
40,2.31,3.15,-9.44
50,2.1,3.19,-9.47
60,1.96,3.22,-9.37
70,2.02,3.25,-9.2
80,2.29,3.36,-8.91
90,2.54,3.35,-8.63
100,2.73,3.34,-8.43
110,2.89,3.34,-8.35
120,2.89,3.39,-8.34
130,2.68,3.46,-8.43
140,2.29,3.47,-8.59
150,1.92,3.48,-8.73
160,1.74,3.55,-8.75
170,1.85,3.58,-8.69
180,2.29,3.52,-8.52
190,2.83,3.45,-8.29
200,3.09,3.37,-8.19
210,3.11,3.28,-8.3
220,2.94,3.36,-8.5
230,2.63,3.39,-8.71
240,2.19,3.46,-8.99
250,1.65,3.55,-9.13
260,1.36,3.56,-8.99
270,1.49,3.5,-8.51
280,1.76,3.51,-7.85
290,2.0,3.38,-7.19
300,2.15,3.11,-6.46
310,2.16,2.96,-5.95
320,1.99,2.79,-5.52
330,1.51,2.54,-5.21
340,0.91,2.34,-5.05
350,0.39,2.14,-4.97
360,-0.04,1.92,-4.97
370,-0.39,1.79,-5.12
380,-0.86,1.72,-5.28
390,-1.49,1.93,-5.07
400,-2.18,2.33,-4.59
410,-2.73,2.38,-3.99
420,-3.04,2.23,-3.09
430,-3.01,2.0,-2.13
440,-2.72,1.81,-1.3
450,-2.13,0.91,-0.98
460,-1.77,0.34,-1.23
470,-1.77,-0.04,-1.56
480,-1.97,-0.42,-2.3
490,-2.09,-0.48,-3.77
500,-1.76,-0.9,-5.83
510,-1.32,-1.01,-7.08
520,-0.49,-1.35,-7.88
530,0.31,-1.95,-8.36
540,0.79,-2.65,-8.83
550,1.06,-2.98,-9.23
560,0.94,-3.22,-9.6
570,0.42,-3.48,-10.08
580,0.13,-3.87,-10.48
590,0.21,-4.17,-10.81
600,0.11,-4.38,-11.29
610,0.13,-4.57,-12.09
620,0.49,-4.84,-13.3
630,1.27,-5.08,-14.72
640,2.27,-5.38,-15.92
650,3.17,-5.76,-16.64
660,3.73,-5.98,-17.03
670,3.55,-5.98,-17.49
680,2.5,-5.74,-18.17
690,0.99,-5.47,-18.82
700,0.16,-5.44,-18.97
710,0.19,-5.54,-18.54
720,0.85,-5.72,-17.59
730,1.76,-5.97,-16.57
740,2.43,-6.07,-15.83
750,2.58,-5.96,-15.5
760,2.19,-5.7,-15.36
770,1.67,-5.27,-15.12
780,1.19,-5.01,-14.56
790,0.93,-4.84,-13.71
800,0.74,-4.78,-12.78
810,0.82,-4.91,-12.1
820,1.13,-4.88,-11.85
830,1.25,-4.74,-12.19
840,1.14,-4.58,-12.75
850,0.95,-4.47,-13.24
860,0.62,-4.41,-13.53
870,0.36,-4.47,-13.49
880,0.26,-4.56,-13.17
890,0.33,-4.71,-12.89
900,0.43,-4.78,-13.0
910,0.28,-4.75,-13.49
920,0.04,-4.59,-14.06
930,-0.27,-4.51,-14.54
940,-0.49,-4.56,-14.85
950,-0.46,-4.68,-14.94
960,-0.31,-4.74,-14.85
970,-0.04,-4.92,-14.82
980,0.51,-5.16,-14.99
990,0.96,-5.25,-15.46
1000,1.17,-5.35,-16.09
