timestamp,x,y,z
0,-0.88,2.82,-9.29
10,-1.28,2.7,-9.5
20,-1.9,2.56,-9.72
30,-2.58,2.51,-9.87
40,-3.28,2.57,-9.87
50,-4.51,2.58,-9.72
60,-6.4,2.45,-9.62
70,-8.49,2.16,-9.32
80,-10.35,1.67,-9.05
90,-11.63,0.89,-9.04
100,-12.25,0.13,-9.4
110,-12.35,-0.35,-10.17
120,-12.1,-0.68,-10.93
130,-11.42,-1.06,-11.91
140,-10.25,-1.24,-12.79
150,-8.95,-1.36,-13.13
160,-7.69,-1.56,-12.74
170,-6.42,-1.79,-11.71
180,-4.45,-2.11,-10.51
190,-1.81,-2.08,-9.39
200,0.89,-1.69,-8.23
210,3.29,-1.16,-7.17
220,5.29,-0.63,-6.34
230,6.62,-0.05,-5.99
240,7.24,0.52,-6.33
250,7.45,0.96,-7.33
260,7.28,1.47,-8.65
270,7.22,1.98,-9.75
280,7.52,2.32,-10.23
290,8.01,2.45,-10.08
300,8.49,2.63,-9.69
310,8.7,2.81,-9.45
320,8.62,3.13,-9.43
330,8.34,3.34,-9.49
340,7.88,3.42,-9.68
350,7.41,3.64,-9.98
360,6.9,3.96,-10.25
370,6.34,4.22,-10.27
380,5.73,4.33,-9.86
390,5.35,4.36,-9.15
400,5.26,4.34,-8.65
410,5.31,4.38,-8.4
420,5.22,4.35,-8.48
430,5.07,4.37,-8.79
440,4.85,4.35,-9.01
450,4.63,4.23,-8.95
460,4.55,4.1,-8.64
470,4.58,3.95,-8.19
480,4.82,3.64,-7.97
490,5.3,3.43,-7.9
500,5.68,3.26,-8.15
510,5.99,3.0,-8.13
520,5.94,2.73,-7.86
530,6.11,2.47,-7.46
540,6.65,2.26,-7.04
550,7.45,2.02,-6.47
560,8.24,1.7,-5.67
570,8.6,1.53,-4.98
580,8.6,1.35,-4.78
590,8.28,1.02,-5.38
600,8.04,0.93,-6.31
610,8.27,0.74,-6.43
620,8.6,0.5,-5.76
630,8.93,-0.05,-5.21
640,8.91,-0.73,-5.72
650,7.63,-0.93,-7.22
660,4.91,-0.9,-8.26
670,1.67,-1.02,-7.99
680,-1.31,-1.21,-7.49
690,-3.16,-1.59,-7.36
700,-4.22,-1.8,-8.78
710,-5.01,-1.54,-11.36
720,-6.09,-1.72,-13.42
730,-7.75,-1.94,-14.75
740,-9.24,-1.79,-15.41
750,-10.53,-1.75,-15.25
760,-11.43,-2.05,-14.6
770,-11.54,-2.08,-13.98
780,-11.14,-2.24,-13.38
790,-10.53,-1.96,-13.24
800,-10.0,-2.09,-13.21
810,-10.07,-2.2,-13.05
820,-10.42,-2.24,-12.82
830,-10.7,-2.08,-12.34
840,-10.59,-2.05,-11.45
850,-10.18,-2.09,-10.57
860,-9.86,-2.21,-10.05
870,-9.83,-2.3,-9.9
880,-10.17,-2.37,-9.95
890,-10.7,-2.56,-10.0
900,-11.05,-2.73,-10.0
910,-11.1,-2.87,-9.94
920,-10.7,-3.11,-9.64
930,-10.08,-3.31,-9.23
940,-9.47,-3.49,-8.89
950,-8.85,-3.68,-8.7
960,-8.5,-3.82,-8.66
970,-8.69,-3.86,-8.62
980,-9.13,-3.99,-8.59
990,-9.58,-4.14,-8.91
1000,-9.99,-4.3,-9.65
