timestamp,x,y,z
0,-2.51,3.41,-9.41
10,-5.39,3.39,-9.66
20,-8.48,2.88,-9.58
30,-11.33,2.26,-9.17
40,-13.13,1.63,-8.53
50,-13.39,1.06,-8.2
60,-11.89,1.0,-8.83
70,-9.79,1.2,-10.15
80,-8.19,1.19,-11.5
90,-7.16,0.96,-11.94
100,-6.54,0.52,-11.37
110,-5.74,0.01,-10.35
120,-4.55,-0.43,-9.5
130,-2.86,-0.73,-9.23
140,-0.84,-0.72,-9.35
150,0.8,-0.5,-9.68
160,1.82,-0.32,-9.8
170,1.99,-0.21,-9.65
180,1.51,-0.36,-9.32
190,1.03,-0.37,-9.44
200,1.02,-0.23,-10.04
210,1.73,-0.01,-10.56
220,2.7,0.2,-10.61
230,3.53,0.44,-10.29
240,3.9,0.67,-9.65
250,3.98,0.9,-9.0
260,4.12,1.11,-8.59
270,4.24,1.18,-8.45
280,4.2,1.19,-8.52
290,4.17,1.12,-8.89
300,4.58,1.14,-9.62
310,5.28,1.25,-10.4
320,6.0,1.36,-10.88
330,6.52,1.48,-11.01
340,6.85,1.62,-10.64
350,6.94,1.72,-10.01
360,7.02,1.77,-9.24
370,7.25,1.75,-8.6
380,7.51,1.69,-8.39
390,7.56,1.5,-8.4
400,7.56,1.35,-8.6
410,7.88,1.27,-9.0
420,8.27,1.28,-9.5
430,8.45,1.19,-9.9
440,8.45,1.05,-9.98
450,8.42,0.89,-9.71
460,8.13,0.69,-9.21
470,7.91,0.36,-8.73
480,7.9,0.23,-8.4
490,8.09,0.14,-8.26
500,8.71,-0.11,-7.98
510,9.55,-0.22,-7.43
520,10.32,-0.19,-6.85
530,10.57,-0.37,-6.59
540,9.66,-0.57,-6.65
550,7.89,-0.79,-6.81
560,6.17,-1.16,-7.08
570,5.16,-1.23,-7.42
580,5.35,-1.08,-7.54
590,6.92,-1.19,-7.09
600,8.67,-1.33,-5.96
610,9.79,-1.47,-4.76
620,10.09,-2.21,-4.31
630,8.63,-2.67,-5.13
640,5.72,-3.79,-6.77
650,2.57,-3.62,-9.11
660,0.15,-3.39,-11.23
670,-0.13,-2.82,-12.41
680,0.96,-2.34,-12.61
690,1.91,-2.17,-11.91
700,2.28,-2.23,-10.57
710,0.75,-2.47,-9.36
720,-1.77,-2.38,-9.46
730,-4.88,-3.07,-10.72
740,-8.37,-3.26,-12.54
750,-11.83,-3.14,-14.26
760,-14.05,-2.33,-15.49
770,-14.33,-1.61,-15.72
780,-12.81,-1.23,-14.43
790,-9.96,-1.43,-12.29
800,-7.58,-1.78,-10.79
810,-7.15,-2.09,-10.83
820,-9.0,-2.25,-12.37
830,-10.78,-2.36,-13.83
840,-11.83,-2.51,-14.53
850,-11.87,-2.27,-14.18
860,-11.01,-2.13,-12.89
870,-9.49,-2.14,-11.34
880,-8.15,-2.2,-10.27
890,-7.47,-2.24,-9.91
900,-7.66,-2.2,-10.23
910,-8.64,-2.12,-11.02
920,-9.77,-2.08,-11.71
930,-10.22,-2.16,-11.98
940,-9.84,-2.28,-11.66
950,-8.86,-2.33,-10.86
960,-7.89,-2.45,-9.85
970,-7.33,-2.6,-9.07
980,-7.27,-2.72,-8.88
990,-7.3,-2.84,-9.13
1000,-7.12,-2.79,-9.36
