timestamp,x,y,z
0,-6.81,1.16,-10.2
10,-8.66,1.04,-9.92
20,-10.7,0.72,-9.75
30,-12.37,0.21,-9.94
40,-13.1,-0.09,-10.23
50,-13.45,-0.8,-10.45
60,-13.6,-1.53,-10.73
70,-13.3,-1.89,-11.43
80,-12.26,-1.81,-12.5
90,-10.24,-1.56,-13.19
100,-7.67,-1.51,-12.56
110,-5.18,-1.9,-10.67
120,-2.95,-2.11,-8.27
130,-1.15,-2.13,-6.26
140,0.38,-2.13,-5.22
150,2.03,-2.32,-5.67
160,3.96,-2.18,-7.17
170,5.56,-1.92,-8.65
180,6.4,-1.8,-9.58
190,6.51,-1.94,-9.95
200,6.24,-1.9,-9.91
210,6.34,-1.69,-9.87
220,7.04,-1.26,-9.96
230,7.95,-0.86,-9.9
240,8.66,-0.39,-9.63
250,9.3,-0.07,-9.32
260,9.86,0.03,-9.22
270,10.05,0.34,-9.31
280,9.84,0.54,-9.34
290,9.5,0.74,-9.26
300,9.2,0.82,-9.08
310,9.38,0.89,-9.03
320,9.9,1.1,-8.97
330,10.22,1.25,-8.83
340,10.35,1.34,-8.62
350,10.2,1.55,-8.55
360,9.71,1.72,-8.68
370,8.91,1.86,-8.8
380,8.1,2.0,-8.79
390,7.61,2.07,-8.7
400,7.58,2.09,-8.54
410,7.81,2.06,-8.19
420,8.18,1.86,-7.74
430,8.67,1.64,-7.36
440,8.92,1.52,-6.95
450,9.14,1.32,-6.52
460,9.66,0.86,-6.38
470,10.16,0.55,-6.63
480,10.19,0.27,-7.12
490,9.86,-0.16,-7.5
500,9.6,-0.59,-7.55
510,9.62,-1.03,-7.18
520,9.92,-1.54,-6.56
530,10.37,-1.78,-5.81
540,11.01,-1.97,-5.24
550,11.72,-2.35,-5.12
560,11.92,-2.66,-5.26
570,11.47,-3.1,-5.51
580,10.5,-3.73,-5.68
590,9.26,-4.3,-5.98
600,7.89,-4.58,-6.59
610,6.85,-4.45,-7.44
620,5.4,-4.34,-8.02
630,3.08,-4.18,-7.9
640,0.36,-4.33,-7.21
650,-2.18,-4.33,-7.02
660,-3.96,-4.32,-7.59
670,-4.99,-4.32,-9.03
680,-6.3,-4.55,-11.02
690,-8.25,-4.37,-13.13
700,-10.67,-4.4,-14.68
710,-12.36,-4.19,-15.53
720,-13.12,-4.19,-15.46
730,-13.24,-4.1,-14.87
740,-12.53,-4.29,-13.85
750,-11.9,-4.48,-13.36
760,-12.02,-4.4,-13.28
770,-12.43,-4.45,-13.38
780,-13.73,-4.48,-13.2
790,-14.22,-4.44,-12.92
800,-13.97,-4.2,-12.5
810,-13.2,-3.88,-11.76
820,-12.2,-3.8,-10.58
830,-11.47,-3.88,-9.41
840,-11.07,-3.92,-8.8
850,-11.27,-3.93,-8.6
860,-11.88,-4.13,-8.65
870,-12.24,-4.24,-8.99
880,-12.18,-4.15,-9.33
890,-11.84,-4.26,-9.18
900,-11.38,-4.48,-8.79
910,-10.79,-4.62,-8.44
920,-10.23,-4.73,-8.21
930,-9.88,-4.93,-8.21
940,-9.67,-5.1,-8.38
950,-9.46,-5.24,-8.31
960,-9.15,-5.5,-8.08
970,-8.84,-5.69,-7.85
980,-8.59,-5.99,-7.55
990,-7.93,-6.38,-7.42
1000,-6.96,-6.56,-7.49
