timestamp,x,y,z
0,-11.47,0.02,-8.35
10,-11.68,0.27,-9.81
20,-11.69,0.37,-11.22
30,-11.36,0.31,-12.13
40,-10.56,0.11,-12.18
50,-9.26,-0.17,-11.12
60,-7.34,-0.44,-9.89
70,-4.81,-0.49,-9.2
80,-1.93,-0.32,-8.78
90,0.69,-0.15,-8.2
100,3.01,0.13,-7.64
110,4.81,0.35,-7.22
120,5.66,0.75,-7.01
130,5.78,1.06,-7.35
140,5.99,1.2,-8.41
150,6.91,1.23,-9.57
160,8.44,1.4,-10.41
170,9.89,1.71,-10.95
180,10.57,2.04,-11.33
190,10.57,2.28,-11.64
200,10.52,2.55,-11.86
210,10.69,2.79,-11.85
220,10.89,3.05,-11.33
230,10.7,3.23,-10.3
240,10.28,3.17,-9.11
250,10.12,3.26,-8.41
260,10.46,3.48,-8.23
270,11.21,3.51,-8.39
280,11.89,3.29,-8.55
290,12.19,2.79,-8.54
300,12.11,2.19,-8.51
310,11.97,1.76,-8.53
320,11.9,1.32,-8.34
330,11.93,0.83,-7.66
340,12.14,0.12,-6.74
350,11.94,-0.46,-6.14
360,11.05,-1.01,-6.16
370,9.61,-1.14,-6.65
380,7.73,-1.27,-7.31
390,5.38,-1.34,-8.13
400,2.97,-1.62,-8.84
410,0.97,-1.81,-9.44
420,-1.04,-2.09,-9.66
430,-3.33,-2.47,-9.65
440,-5.57,-2.68,-10.14
450,-7.59,-2.33,-10.94
460,-9.35,-1.98,-11.15
470,-10.48,-1.87,-10.71
480,-11.33,-1.99,-10.08
490,-11.91,-2.27,-9.72
500,-12.36,-2.5,-9.86
510,-12.83,-2.46,-10.51
520,-13.36,-2.58,-11.1
530,-13.71,-2.36,-11.48
540,-13.73,-2.01,-11.24
550,-13.32,-2.06,-10.14
560,-12.62,-2.46,-8.77
570,-12.35,-2.97,-8.08
580,-12.91,-3.33,-8.37
590,-14.21,-3.41,-9.35
600,-15.46,-3.34,-10.16
610,-15.94,-3.38,-10.33
620,-15.41,-3.57,-9.9
630,-14.36,-3.81,-9.07
640,-13.43,-4.06,-7.74
650,-12.65,-4.35,-6.27
660,-11.74,-4.54,-5.17
670,-10.7,-4.65,-4.58
680,-10.17,-4.75,-4.13
690,-10.03,-4.98,-3.89
700,-9.68,-5.18,-4.36
710,-8.98,-5.31,-4.83
720,-8.44,-5.44,-4.88
730,-7.99,-5.66,-4.5
740,-7.43,-5.87,-4.54
750,-6.71,-6.11,-5.14
760,-5.88,-6.35,-5.83
770,-4.92,-6.6,-6.34
780,-3.79,-6.99,-6.66
790,-2.57,-7.38,-6.89
800,-1.46,-7.46,-7.31
810,-0.06,-7.36,-7.95
820,1.63,-7.3,-8.81
830,3.26,-7.18,-9.6
840,4.98,-7.36,-10.3
850,6.95,-7.69,-10.93
860,9.28,-7.8,-11.55
870,11.88,-7.6,-11.98
880,14.6,-7.07,-12.05
890,16.71,-6.37,-11.71
900,17.8,-5.61,-11.24
910,17.57,-4.77,-11.24
920,16.07,-3.98,-11.89
930,14.01,-3.39,-13.02
940,12.42,-2.73,-13.94
950,11.68,-2.28,-14.19
960,11.66,-1.95,-13.75
970,11.86,-1.81,-12.84
980,11.76,-1.65,-11.93
990,11.28,-1.39,-11.34
1000,10.28,-1.06,-11.03
