timestamp,x,y,z
0,-8.86,-2.18,2.74
10,-9.04,-1.87,3.17
20,-8.87,-1.93,3.43
30,-8.69,-2.17,3.7
40,-8.35,-1.19,4.03
50,-8.74,-1.4,4.78
60,-9.51,-1.7,5.62
70,-10.2,-1.94,5.75
80,-10.59,-1.73,5.43
90,-10.53,-1.4,5.21
100,-10.46,-0.98,5.35
110,-9.9,-0.75,5.35
120,-9.59,-0.63,5.88
130,-8.91,-1.04,6.12
140,-8.77,-0.79,5.77
150,-9.15,-1.44,6.05
160,-9.46,-1.81,5.84
170,-9.9,-2.17,5.47
180,-9.82,-2.48,5.47
190,-9.84,-2.67,5.74
200,-9.91,-2.88,6.1
210,-10.07,-3.27,6.6
220,-10.16,-3.75,6.71
230,-10.06,-3.92,6.26
240,-10.11,-3.92,6.32
250,-9.34,-3.5,7.17
260,-8.63,-3.49,8.29
270,-8.44,-3.87,8.83
280,-7.58,-4.26,9.17
290,-6.12,-3.76,9.17
300,-5.84,-3.71,8.22
310,-5.58,-3.76,8.04
320,-5.4,-3.83,7.72
330,-5.12,-3.79,7.32
340,-4.89,-3.67,6.95
350,-4.55,-3.48,6.19
360,-4.76,-3.71,6.93
370,-3.71,-2.67,4.33
380,-3.52,-3.39,4.83
390,-3.73,-2.86,4.65
400,-4.63,-2.66,3.68
410,-6.23,-2.58,2.49
420,-10.06,-2.72,-0.33
430,-12.48,-3.31,-1.72
440,-14.76,-3.48,-1.1
450,-16.66,-3.42,0.58
460,-17.64,-2.98,1.93
470,-15.78,-1.6,2.11
480,-13.31,-0.16,2.59
490,-13.76,-0.6,5.2
500,-14.17,-0.08,7.14
510,-11.33,0.4,7.5
520,-7.73,1.18,6.98
530,-5.35,1.43,7.22
540,-3.81,1.53,8.46
550,-0.16,2.43,9.96
560,3.84,2.82,11.6
570,8.37,2.01,10.76
580,9.99,1.08,8.53
590,10.56,-0.89,6.01
600,9.99,-2.3,5.39
610,9.63,-3.01,5.82
620,8.9,-3.66,6.97
630,9.17,-3.62,8.1
640,9.2,-3.75,9.69
650,8.87,-3.88,10.92
660,8.36,-3.73,11.23
670,8.48,-3.4,10.81
680,8.21,-3.12,10.63
690,9.21,-2.96,8.81
700,9.75,-2.8,7.3
710,9.63,-3.06,6.28
720,9.35,-2.74,5.38
730,9.66,-2.36,5.04
740,10.0,-1.58,4.94
750,9.76,-0.31,4.94
760,8.02,0.8,4.84
770,5.27,1.98,5.1
780,2.58,3.05,5.99
790,0.32,3.62,7.37
800,-2.14,3.65,9.12
810,-4.73,3.07,10.58
820,-7.59,1.86,11.97
830,-10.77,-0.48,13.29
840,-12.61,-2.28,13.47
850,-13.12,-3.27,12.51
860,-12.7,-3.69,11.12
870,-11.73,-3.48,9.75
880,-10.47,-3.45,9.42
890,-9.38,-3.18,9.43
900,-8.44,-3.02,9.46
910,-8.04,-2.91,9.45
920,-7.98,-3.03,8.99
930,-7.76,-2.81,8.39
940,-7.56,-2.69,8.03
950,-7.54,-2.67,8.37
960,-7.21,-2.27,9.15
970,-6.87,-2.15,9.08
980,-7.15,-1.57,8.42
990,-7.3,-1.3,9.03
1000,-6.68,-0.85,9.0
